drug_claim_name	drug_name	chembl_id	drug_claim_source
CHEMBL2109591	TOL-101	CHEMBL2109591	ChemblInteractions
ONDANSETRON	ONDANSETRON	CHEMBL46	TdgClinicalTrial
DIPHENHYDRAMINE	DIPHENHYDRAMINE	CHEMBL657	TEND
CHEMBL468	THALIDOMIDE	CHEMBL468	ChemblInteractions
1001	PHENETHYLAMINE	CHEMBL610	GuideToPharmacologyInteractions
2704	GW7845	CHEMBL106666	GuideToPharmacologyInteractions
ACETYLDIGITOXIN	ACETYLDIGITOXIN	CHEMBL3545057	TdgClinicalTrial
STK004775	CHEMBL233349	CHEMBL233349	PubChem
CEVIMELINE			PubChem
CHEMBL1200803	SOLIFENACIN SUCCINATE	CHEMBL1200803	ChemblInteractions
3-QUINUCLIDINYL BENZILATE	QUINUCLIDINYL BENZILATE	CHEMBL12980	PubChem
1977			GuideToPharmacologyInteractions
9382	CHEMBL458997	CHEMBL458997	GuideToPharmacologyInteractions
DPR000086			TTD
ENDOMORPHIN 1	ENDOMORPHIN-1	CHEMBL316446	PubChem
8625	CHEMBL1910970	CHEMBL1910970	GuideToPharmacologyInteractions
5510	CHEMBL158578	CHEMBL158578	GuideToPharmacologyInteractions
9023	CHEMBL608559	CHEMBL608559	GuideToPharmacologyInteractions
DAP001417	PINACIDIL	CHEMBL1159	TTD
CHEMBL1240	PROPANTHELINE BROMIDE	CHEMBL1240	ChemblInteractions
988			GuideToPharmacologyInteractions
CHEMBL1743023	FULRANUMAB	CHEMBL1743023	ChemblInteractions
CHEMBL99447	CHEMBL99447	CHEMBL99447	PubChem
7011			GuideToPharmacologyInteractions
SELETRACETAM	SELETRACETAM	CHEMBL2104983	TdgClinicalTrial
UNII-Z0114Q3738	CEFEPIME	CHEMBL186	PubChem
AIR645			TdgClinicalTrial
CYTOLIN			TdgClinicalTrial
5519	CHEMBL1466483	CHEMBL1466483	GuideToPharmacologyInteractions
8456			GuideToPharmacologyInteractions
DAP000862	DIETHYLPROPION	CHEMBL1194666	TTD
I-ABOPX	CHEMBL355370	CHEMBL355370	PubChem
1673	CODEINE	CHEMBL485	GuideToPharmacologyInteractions
ALPHA-METHYLISOCITRIC ACID			PubChem
ASPIRIN	ASPIRIN	CHEMBL25	NCI
CHEMBL1096882	FLUDARABINE PHOSPHATE	CHEMBL1096882	ChemblInteractions
RITANSERIN	RITANSERIN	CHEMBL267777	PubChem
AZATADINE	AZATADINE	CHEMBL946	TdgClinicalTrial
DAP000228			TTD
BESONPRODIL	BESONPRODIL	CHEMBL219631	PubChem
ZINC12500947			PubChem
1048			GuideToPharmacologyInteractions
UNII-BVJ0IQF3T8	CHEMBL1235722	CHEMBL1235722	PubChem
VU0240551	CHEMBL1491962	CHEMBL1491962	PubChem
3876			GuideToPharmacologyInteractions
4036	MECLOFENAMATE SODIUM	CHEMBL876	GuideToPharmacologyInteractions
NPPB	5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]	CHEMBL1256759	PubChem
(-)-EBURNAMONINE			PubChem
TETRADECANE	TETRADECANE	CHEMBL135488	PubChem
DPR000002	ACARBOSE	CHEMBL1566	TTD
CHEMBL214021	CHEMBL214021	CHEMBL214021	PubChem
R-ETODOLAC	SDX-101	CHEMBL1716091	PubChem
ADX-71149			TdgClinicalTrial
7022			GuideToPharmacologyInteractions
CHEMBL1201470	HYDROCODONE POLISTIREX	CHEMBL1201470	ChemblInteractions
GLYCOPYRROLATE	GLYCOPYRROLATE	CHEMBL1201335	TdgClinicalTrial
PEPTIDE III-BTD			PubChem
DELT II	DELTORPHIN II	CHEMBL20226	PubChem
TALBUTAL	TALBUTAL	CHEMBL1200802	PubChem
3934	CHEMBL482796	CHEMBL482796	GuideToPharmacologyInteractions
1358	CHEMBL285718	CHEMBL285718	GuideToPharmacologyInteractions
TIAPROFENIC ACID	TIAPROFENIC ACID	CHEMBL365795	TdgClinicalTrial
CHEMBL1201187	MARAVIROC	CHEMBL1201187	ChemblInteractions
PRACTOLOL	PRACTOLOL	CHEMBL6995	PubChem
5077			GuideToPharmacologyInteractions
9591			GuideToPharmacologyInteractions
DIPHENYLPYRALINE	DIPHENYLPYRALINE	CHEMBL1492	TEND
4099	METHARBITAL	CHEMBL450	GuideToPharmacologyInteractions
ADENOSINE DIPHOSPHATE	ADENOSINE DIPHOSPHATE	CHEMBL14830	PubChem
EMD 121974	CILENGITIDE	CHEMBL429876	NCI
DAP000605	CHLOROTHIAZIDE	CHEMBL842	TTD
3AN			PubChem
KX2-391	KX2-391	CHEMBL571546	TdgClinicalTrial
ROPINIROLE			PubChem
4766	DIHYDROTETRABENAZINE	CHEMBL576222	GuideToPharmacologyInteractions
CHEMBL1200689	NITRIC OXIDE	CHEMBL1200689	ChemblInteractions
6136			GuideToPharmacologyInteractions
1875			GuideToPharmacologyInteractions
MYRISTOYL-COA	Tetradecanoyl-CoA	CHEMBL1949899	PubChem
UNII-4NVH197M39	CHEMBL480249	CHEMBL480249	PubChem
CHEMBL1946170	REGORAFENIB	CHEMBL1946170	ChemblInteractions
DEXTROAMPHETAMINE			PubChem
PREGNA-4,6-DIENE-3,20-DIONE, 17-(ACETYLOXY)-6-METHYL-	MEGESTROL ACETATE	CHEMBL1201139	PubChem
CHLOROQUINE SULFATE	CHLOROQUINE SULPHATE	CHEMBL2095223	PubChem
MOFEBUTAZONE	MOFEBUTAZONE	CHEMBL1892201	PubChem
3392			GuideToPharmacologyInteractions
4323			GuideToPharmacologyInteractions
CHEMBL1237023	DENOSUMAB	CHEMBL1237023	ChemblInteractions
2,3-DIPHENYL-N-[2-(PIPERAZIN-1-YL)ETHYL]FURO[2,3-B]PYRIDIN-4-AMINE	CHEMBL392990	CHEMBL392990	PubChem
5685			GuideToPharmacologyInteractions
CHEMBL3545355	CHF4227	CHEMBL3545355	ChemblInteractions
59-33-6	PYRILAMINE MALEATE	CHEMBL1201006	PubChem
DB08500			PubChem
8101	SPLITOMICIN	CHEMBL86537	GuideToPharmacologyInteractions
CHEMBL3545268	MLN3126	CHEMBL3545268	ChemblInteractions
Enzalutamide	ENZALUTAMIDE	CHEMBL1082407	CGI
FOSPHENYTOIN	FOSPHENYTOIN	CHEMBL1201336	TdgClinicalTrial
2062			GuideToPharmacologyInteractions
CHEMBL1257	ENFLURANE	CHEMBL1257	ChemblInteractions
CHEMBL3301610	ABEMACICLIB	CHEMBL3301610	ChemblInteractions
CHEMBL3545360	ASP-3026	CHEMBL3545360	ChemblInteractions
MARAVIROC	MARAVIROC	CHEMBL1201187	TdgClinicalTrial
IDALOPIRDINE	IDALOPIRDINE	CHEMBL3286580	PubChem
RIMACTAZID			PubChem
DCL000863			TTD
UNII-CZP9GB25HO	E-6201	CHEMBL1097999	PubChem
5667	AFATINIB	CHEMBL1173655	GuideToPharmacologyInteractions
COLLAGENASE	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	CHEMBL2108709	TdgClinicalTrial
IDARUBICIN			PubChem
6468	TANOMASTAT	CHEMBL261932	GuideToPharmacologyInteractions
DAP001469	DESVENLAFAXINE	CHEMBL1118	TTD
RESMINOSTAT			TdgClinicalTrial
UNII-EY1272I0W2	SATAVAPTAN	CHEMBL2107777	PubChem
CHEMBL126809	CHEMBL126809	CHEMBL126809	PubChem
2-(TRIFLUOROMETHYL)PROLINE			PubChem
NITISINONE	NITISINONE	CHEMBL1337	TdgClinicalTrial
3-CHLORO-L-TYROSINE	CHEMBL308183	CHEMBL308183	PubChem
DCL001112			TTD
77482-44-1	CHEMBL560871	CHEMBL560871	PubChem
DCL001195			TTD
PLX108-01	PLX-3397	CHEMBL3545158	CancerCommons
Lestaurtinib	LESTAURTINIB	CHEMBL603469	CKB
9431	MIBEFRADIL	CHEMBL45816	GuideToPharmacologyInteractions
(E)-[4-(3,5-DIFLUOROPHENYL)-3H-PYRROLO[2,3-B]PYRIDIN-3-YLIDENE](3-METHOXYPHENYL)METHANOL			PubChem
O2-SULFO-GLUCURONIC ACID			PubChem
ESCITALOPRAM	ESCITALOPRAM	CHEMBL1508	TdgClinicalTrial
L-748328	GEMFIBROZIL	CHEMBL457	PubChem
4-METHYL-N-[5-METHYL-4-(1H-PYRAZOL-4-YL)-2-THIAZOLYL]-2-PYRIMIDINAMINE			PubChem
CHEMBL61985	CHEMBL61985	CHEMBL61985	PubChem
N-ACETYL-L-CYSTEINE	ACETYLCYSTEINE	CHEMBL600	PubChem
AC1NQY7T	CHEMBL1783187	CHEMBL1783187	PubChem
DAP001172	CEPHACETRILE	CHEMBL2110602	TTD
MGCD265	MGCD-265	CHEMBL254760	TdgClinicalTrial
MODUFOLIN			TdgClinicalTrial
ETHOXZOLAMIDE	ETHOXZOLAMIDE	CHEMBL18	TEND
CHEMBL398428	CHEMBL398428	CHEMBL398428	PubChem
[18F]ALTANSERIN			PubChem
DCL000631	ORANTINIB	CHEMBL274654	TTD
2816			GuideToPharmacologyInteractions
8099			GuideToPharmacologyInteractions
CHEMBL2107842	ALBINTERFERON ALFA-2B	CHEMBL2107842	ChemblInteractions
BENZONATATE	BENZONATATE	CHEMBL1374379	TdgClinicalTrial
4317	2S,4R-4-METHYLGLUTAMATE	CHEMBL288166	GuideToPharmacologyInteractions
SCHEMBL2109262			PubChem
AG-120			CKB
MBX-8025	MBX-8025	CHEMBL3545019	TdgClinicalTrial
Volasertib	VOLASERTIB	CHEMBL1233528	CGI
VARIOLIN B	VARIOLIN B	CHEMBL380500	PubChem
TOLCAPONE	TOLCAPONE	CHEMBL1324	TEND
2247	ASTEMIZOLE	CHEMBL296419	GuideToPharmacologyInteractions
6701			GuideToPharmacologyInteractions
JENTADUETO	LINAGLIPTIN	CHEMBL237500	PubChem
82			GuideToPharmacologyInteractions
DCL000207	BELINOSTAT	CHEMBL408513	TTD
CCX025			TdgClinicalTrial
ESTRADIOL DIPROPIONATE	ESTRADIOL DIPROPIONATE	CHEMBL1697791	NCI
ATRA	TRETINOIN	CHEMBL38	NCI
1631			GuideToPharmacologyInteractions
DAP001163	FLOXACILLIN	CHEMBL222645	TTD
PAROXETINE	PAROXETINE	CHEMBL490	TdgClinicalTrial
ANTI CD3	MUROMONAB-CD3	CHEMBL1201608	NCI
119904-90-4	PALONOSETRON	CHEMBL1189679	PubChem
INOSITOL 1,3-BISPHOSPHATE			PubChem
TOPIRAMATE	TOPIRAMATE	CHEMBL220492	TdgClinicalTrial
PAMIDRONATE DISODIUM	PAMIDRONATE DISODIUM	CHEMBL676	PubChem
2015			GuideToPharmacologyInteractions
7252	OXAPROZIN	CHEMBL1071	GuideToPharmacologyInteractions
8963			GuideToPharmacologyInteractions
5(S)-HETE	CHEMBL164813	CHEMBL164813	PubChem
CCNU	LOMUSTINE	CHEMBL514	NCI
DOXYCYCLINE HYDRATE	DOXYCYCLINE HYDRATE	CHEMBL1200699	PubChem
SENKTIDE	SENKTIDE	CHEMBL106124	PubChem
TRIFLUOPERAZINE	TRIFLUOPERAZINE	CHEMBL422	NCI
5959			GuideToPharmacologyInteractions
75	CHEMBL191971	CHEMBL191971	GuideToPharmacologyInteractions
CHEMBL1628637	[3H]KETANSERIN	CHEMBL1628637	PubChem
N-PROPYL-TARTRAMIC ACID	PHENYLTHIOUREA	CHEMBL263376	PubChem
CP-122721	CHEMBL319118	CHEMBL319118	PubChem
DL-PROPARGYLGLYCINE			PubChem
METHYLTESTOSTERONE	METHYLTESTOSTERONE	CHEMBL1395	TdgClinicalTrial
N5-METHYL--H4PTEGLU1			PubChem
CHEMBL419667	RELCOVAPTAN	CHEMBL419667	ChemblInteractions
HYDROGEN SULFIDE			PubChem
N-[(2,3-DIFLUOROPHENYL)METHYL]-4-SULFAMOYLBENZAMIDE			PubChem
LK-204545	LK-204545	CHEMBL207802	PubChem
BREFELDIN A			PubChem
Ponatinib	PONATINIB	CHEMBL1171837	CGI
5-[1-(3,4-DIMETHOXY-BENZOYL)-1,2,3,4-TETRAHYDRO-QUINOLIN-6-YL]-6-METHYL-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-ONE			PubChem
VORAPAXAR	VORAPAXAR	CHEMBL493982	PubChem
BICALUTAMIDE	BICALUTAMIDE	CHEMBL409	PubChem
MM-151			MyCancerGenome
8362	ELAGOLIX	CHEMBL1208155	GuideToPharmacologyInteractions
8899	LIQUIRTIGENIN	CHEMBL252642	GuideToPharmacologyInteractions
Copanlisib	COPANLISIB	CHEMBL3218576	CKB
N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE			PubChem
CHEMBL426559	LAROPIPRANT	CHEMBL426559	ChemblInteractions
DCL000910	ORG-34517	CHEMBL3545391	TTD
662	CHEMBL2018875	CHEMBL2018875	GuideToPharmacologyInteractions
AZATADINE DIMALEATE	AZATADINE MALEATE	CHEMBL3544908	PubChem
2103			GuideToPharmacologyInteractions
CHEMBL1201082	FLUOXETINE HYDROCHLORIDE	CHEMBL1201082	ChemblInteractions
METHOTRIMEPRAZINE	LEVOMEPROMAZINE	CHEMBL1764	TEND
L-LACTIC ACID	L-LACTIC ACID	CHEMBL330546	PubChem
8759	N (g)-NITRO-L-ARGININE	CHEMBL227744	GuideToPharmacologyInteractions
EPOETIN ALFA	EPOETIN ALFA	CHEMBL1201565	TdgClinicalTrial
CIBACRON BLUE	CIBACRON BLUE	CHEMBL572528	PubChem
19-PROPYLORVINOL			PubChem
CAMPHOR	CHEMBL15768	CHEMBL15768	PubChem
CHEMBL1200337	METOPROLOL SUCCINATE	CHEMBL1200337	ChemblInteractions
ETHCHLORVYNOL	ETHCHLORVYNOL	CHEMBL591	PubChem
BREQUINAR SODIUM	BREQUINAR	CHEMBL38434	PubChem
LOTEPREDNOL ETABONATE	LOTEPREDNOL ETABONATE	CHEMBL1200865	TdgClinicalTrial
1O5R	CHEMBL125386	CHEMBL125386	PubChem
636	CHEMBL416340	CHEMBL416340	GuideToPharmacologyInteractions
7533	LIFITEGRAST	CHEMBL2048028	GuideToPharmacologyInteractions
GALANTAMINE	GALANTAMINE	CHEMBL659	TdgClinicalTrial
SCHEMBL10077590			PubChem
5924	ALOISINE A	CHEMBL75680	GuideToPharmacologyInteractions
PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE	CHEMBL1200339	PubChem
REVIPARIN SODIUM			PubChem
CHEMBL517712	ATROPINE	CHEMBL517712	ChemblInteractions
1733	CHEMBL373780	CHEMBL373780	GuideToPharmacologyInteractions
[125I]CETRORELIX			PubChem
2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE			PubChem
4349	HEMIN	CHEMBL2096654	GuideToPharmacologyInteractions
BOTULINUM TOXIN TYPE B	BOTULINUM TOXIN TYPE B	CHEMBL1201569	TEND
KAI-9803			PubChem
AC1OFCPL			PubChem
DCL001161	DACLATASVIR	CHEMBL2023898	TTD
OXYMETAZOLINE	OXYMETAZOLINE	CHEMBL762	PubChem
MKT-077	CHEMBL33859	CHEMBL33859	NCI
FAROPENEM	FROPENEM	CHEMBL556262	PubChem
2036	CHEMBL410596	CHEMBL410596	GuideToPharmacologyInteractions
IN1128	CHEMBL2019155	CHEMBL2019155	PubChem
RESCINNAMINE	RESCINNAMINE	CHEMBL1668	TEND
ISOFLUROPHATE	ISOFLUROPHATE	CHEMBL1025	TEND
CHEMBL1200964	AMITRIPTYLINE HYDROCHLORIDE	CHEMBL1200964	ChemblInteractions
EPTIFIBATIDE	EPTIFIBATIDE	CHEMBL1174	PubChem
DAP000873	URSODIOL	CHEMBL1551	TTD
CHEMBL3545297	Pexmetinib	CHEMBL3545297	ChemblInteractions
BETHANIDINE SULFATE	BETHANIDINE SULFATE	CHEMBL2110368	PubChem
7648			GuideToPharmacologyInteractions
PRN1109			CKB
DB07470			PubChem
METHOXYUNDECYLPHOSPHINIC ACID			PubChem
DOV 102,677	CHEMBL488638	CHEMBL488638	TdgClinicalTrial
PULMICORT NEBUAMP	BUDESONIDE	CHEMBL1370	PubChem
DCL000604			TTD
CHEMBL1095292	BRETYLIUM TOSYLATE	CHEMBL1095292	ChemblInteractions
6482	APRATASTAT	CHEMBL206815	GuideToPharmacologyInteractions
ORTATAXEL	ORTATAXEL	CHEMBL382300	TdgClinicalTrial
BFGF			NCI
BMS-777607	BMS-777607	CHEMBL460702	MyCancerGenome
(-)-THREO-MEFLOQUINE	(R,R)-MEFLOQUINE	CHEMBL411686	PubChem
5561			GuideToPharmacologyInteractions
BROMFENAC SODIUM	BROMFENAC SODIUM	CHEMBL751	PubChem
ENDOSULFAN	ENDOSULFAN	CHEMBL194399	PubChem
3760			GuideToPharmacologyInteractions
TRIFLUOPERAZINE	TRIFLUOPERAZINE	CHEMBL422	TdgClinicalTrial
CHEMBL94061	CHEMBL94061	CHEMBL94061	PubChem
TESTOSTERONE PROPIONATE	TESTOSTERONE PROPIONATE	CHEMBL1170	NCI
CHEMBL1201177	LEVOBUNOLOL HYDROCHLORIDE	CHEMBL1201177	ChemblInteractions
L-165041	CHEMBL153057	CHEMBL153057	PubChem
TRIMESIC ACID	CHEMBL77562	CHEMBL77562	PubChem
BMS-754807	BMS-754807	CHEMBL575448	CKB
AC1L9HNX	N-ACETYLGLUCOSAMINE	CHEMBL447878	PubChem
DAP001262	DILTIAZEM	CHEMBL23	TTD
PLX3397	PLX-3397	CHEMBL3545158	OncoKB
N-ACETYL-ALPHA-D-GLUCOSAMINE	CHEMBL39064	CHEMBL39064	PubChem
EPOETIN ALFA	EPOETIN ALFA	CHEMBL1201565	TEND
CHEMBL1201664	INSULIN ASPART PROTAMINE RECOMBINANT	CHEMBL1201664	ChemblInteractions
OXYPHENISATIN ACETATE	OXYPHENISATIN ACETATE	CHEMBL1402684	PubChem
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE			PubChem
730	CP-55940	CHEMBL559612	GuideToPharmacologyInteractions
DCL000584	ORTATAXEL	CHEMBL382300	TTD
LERCANIDIPINE	LERCANIDIPINE	CHEMBL250270	TEND
OREGOVAMAB	OREGOVOMAB	CHEMBL2107917	TdgClinicalTrial
DICLOFENAC	DICLOFENAC	CHEMBL139	TdgClinicalTrial
6912	IBRUTINIB	CHEMBL1873475	GuideToPharmacologyInteractions
AC1NQZWP	SSR125543	CHEMBL291657	PubChem
CHEMBL1938400	PF-03715455	CHEMBL1938400	ChemblInteractions
Panitumumab	PANITUMUMAB	CHEMBL1201827	CGI
2226	TOLVAPTAN	CHEMBL344159	GuideToPharmacologyInteractions
GLP			TdgClinicalTrial
PENTOBARBITAL SODIUM	PENTOBARBITAL SODIUM	CHEMBL971	PubChem
3-CHLOROTYROSINE	CHEMBL308183	CHEMBL308183	PubChem
NIRAPARIB	NIRAPARIB	CHEMBL1094636	MyCancerGenome
OXYBUPROCAINE			PubChem
Metformin	METFORMIN	CHEMBL1431	CKB
DCL000472			TTD
Palbociclib	PALBOCICLIB	CHEMBL189963	CGI
DB04278			PubChem
ATHX-105			TdgClinicalTrial
AC1L1GD5	HUPERZINE B	CHEMBL245079	PubChem
SUTENT	CHEMBL3109278	CHEMBL3109278	PubChem
(2S,5R,6R)-6-{[CARBOXY(THIOPHEN-3-YL)ACETYL]AMINO}-3,3-DIMETHYL-7-OXO-4-THIA-1-AZABICYCLO[3.2.0]HEPTANE-2-CARBOXYLIC ACID	TICARCILLIN	CHEMBL1449	PubChem
METHYL ISOCYANATE	CHEMBL1608558	CHEMBL1608558	PubChem
8235			GuideToPharmacologyInteractions
2902			GuideToPharmacologyInteractions
LISOFYLLINE	LISOFYLLINE	CHEMBL1411	PubChem
JZL184	CHEMBL576786	CHEMBL576786	PubChem
DAP001128	OXYBUTYNIN	CHEMBL1231	TTD
MENADIONE	MENADIONE	CHEMBL590	TdgClinicalTrial
PELITINIB	PELITINIB	CHEMBL607707	PubChem
DEXAMETHASONE	DEXAMETHASONE	CHEMBL384467	TdgClinicalTrial
241	METOCLOPRAMIDE	CHEMBL86	GuideToPharmacologyInteractions
DAP000100	PERPHENAZINE	CHEMBL567	TTD
PROBENECID	PROBENECID	CHEMBL897	PubChem
INTERLEUKIN-2	HUMAN INTERLEUKIN-2	CHEMBL1201438	TdgClinicalTrial
Telaprevir	TELAPREVIR	CHEMBL231813	FDA
ERLOTINIB HYDROCHLORIDE	ERLOTINIB HYDROCHLORIDE	CHEMBL1079742	CIViC
KB3305			TdgClinicalTrial
DAP001403	MIZOLASTINE	CHEMBL94454	TTD
TSR-011			MyCancerGenome
126	CHEMBL38288	CHEMBL38288	GuideToPharmacologyInteractions
2-(2-AMINOETHYL)PYRIDINE	CHEMBL32813	CHEMBL32813	PubChem
4087			GuideToPharmacologyInteractions
5829	CHEMBL1770297	CHEMBL1770297	GuideToPharmacologyInteractions
ITF2357	CHEMBL1213492	CHEMBL1213492	PubChem
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	CHEMBL2108709	TdgClinicalTrial
CHEMBL1933349	MK-0893	CHEMBL1933349	ChemblInteractions
MODIFIED IFN-ALPHA			TdgClinicalTrial
DAP000721	ATOMOXETINE	CHEMBL641	TTD
CHEMBL2107349	LECOZOTAN HYDROCHLORIDE	CHEMBL2107349	ChemblInteractions
SB 265610	CHEMBL38182	CHEMBL38182	PubChem
8135			GuideToPharmacologyInteractions
ALMOTRIPTAN MALATE	ALMOTRIPTAN MALATE	CHEMBL1200521	PubChem
AMISULPRIDE	AMISULPRIDE	CHEMBL243712	TdgClinicalTrial
5715	TG100-115	CHEMBL230011	GuideToPharmacologyInteractions
(2S)-2-(1H-INDOL-3-YL)HEXANOIC ACID			PubChem
360	TOLTERODINE	CHEMBL1382	GuideToPharmacologyInteractions
UNII-YHA48V735B	Indantadol	CHEMBL3707400	PubChem
PENBUTEROL	CHEMBL26362	CHEMBL26362	PubChem
698	CHEMBL756	CHEMBL756	GuideToPharmacologyInteractions
CLENBUTEROL	CLENBUTEROL	CHEMBL49080	TEND
BECAPLERMIN	BECAPLERMIN	CHEMBL1201556	TEND
MONTELUKAST	MONTELUKAST	CHEMBL787	PubChem
7551	LOFEPRAMINE	CHEMBL87708	GuideToPharmacologyInteractions
4136	APIGENIN	CHEMBL28	GuideToPharmacologyInteractions
7502			GuideToPharmacologyInteractions
RIVASTIGMINE TARTRATE	RIVASTIGMINE TARTRATE	CHEMBL215645	PubChem
7447	PEGINESATIDE	CHEMBL2107866	GuideToPharmacologyInteractions
NVP-BGT226			PubChem
SAQUINAVIR	SAQUINAVIR	CHEMBL114	NCI
AC1O4FT2	CHEMBL1885630	CHEMBL1885630	PubChem
CHEMBL2068724	ACAMPROSATE CALCIUM	CHEMBL2068724	ChemblInteractions
EUTHROID	DEXTROTHYROXINE	CHEMBL559	PubChem
CHEMBL1201656	INSULIN SUSP ISOPHANE PURIFIED PORK	CHEMBL1201656	ChemblInteractions
JNJ-10397049	CHEMBL359632	CHEMBL359632	PubChem
3911	LEUPROLIDE	CHEMBL1201199	GuideToPharmacologyInteractions
BEAUVERICIN	BEAUVERICIN	CHEMBL373872	NCI
4970			GuideToPharmacologyInteractions
CHEMBL2107911	ONERCEPT	CHEMBL2107911	ChemblInteractions
ING-1	ING-1	CHEMBL2109263	TdgClinicalTrial
FOSAPREPITANT	FOSAPREPITANT	CHEMBL1199324	PubChem
DAP001260	RANIBIZUMAB	CHEMBL1201825	TTD
VESTIPITANT	VESTIPITANT	CHEMBL522987	PubChem
CHEMBL3545245	BAY-1082439	CHEMBL3545245	ChemblInteractions
BENOXINATE HYDROCHLORIDE	BENOXINATE HYDROCHLORIDE	CHEMBL1200654	PubChem
CHEMBL1230165	SILMITASERTIB	CHEMBL1230165	ChemblInteractions
SURAMIN	SURAMIN	CHEMBL265502	PubChem
L-GLUTAMINE	GLUTAMINE	CHEMBL930	NCI
BRONCHODILATOR			NCI
PHENYLBIGUANIDE	PHENYL BIGUANIDE	CHEMBL13791	PubChem
CHEMBL497689	CHEMBL497689	CHEMBL497689	PubChem
CARDIOLIPIN			PubChem
CHEMBL148674	VARESPLADIB	CHEMBL148674	ChemblInteractions
3070			GuideToPharmacologyInteractions
LUTROPIN ALFA	LUTROPIN ALFA	CHEMBL1201419	TdgClinicalTrial
CHEMBL1201640	INSULIN ZINC SUSP EXTENDED BEEF	CHEMBL1201640	ChemblInteractions
IBUPROFEN	IBUPROFEN	CHEMBL521	TdgClinicalTrial
33286-22-5			PubChem
PF-05212384	GEDATOLISIB	CHEMBL592445	ClearityFoundationBiomarkers
DPR000174	CHEMBL175543	CHEMBL175543	TTD
778			GuideToPharmacologyInteractions
DAP000997			TTD
PHENETHYLAMINE	PHENETHYLAMINE	CHEMBL610	PubChem
DAP000050			TTD
SUBSTANCE P	SUBSTANCE P	CHEMBL235363	PubChem
DROTRECOGIN ALFA	DROTRECOGIN ALFA (ACTIVATED)	CHEMBL2109065	TdgClinicalTrial
(4AR,6S,8AR)-11-[8-(1,3-DIOXO-1,3-DIHYDRO-2H-ISOINDOL-2-YL)OCTYL]-6-HYDROXY-3-METHOXY-5,6,9,10-TETRAHYDRO-4AH-[1]BENZOFURO[3A,3,2-EF][2]BENZAZEPIN-11-IUM	CHEMBL490866	CHEMBL490866	PubChem
HE-NECA	CHEMBL410873	CHEMBL410873	PubChem
1-CYCLOHEXENE-1-CARBOXYLIC ACID	CHEMBL324173	CHEMBL324173	PubChem
DAP000673	MEPROBAMATE	CHEMBL979	TTD
106	CHEMBL97450	CHEMBL97450	GuideToPharmacologyInteractions
CDG			PubChem
SERYL-HYDROXAMATE-ADENOSINE MONOPHOSPHATE	AMINOCAPROIC ACID	CHEMBL1046	PubChem
ISIS 325568			PubChem
DAP001464	CHLORPROGUANIL	CHEMBL1213553	TTD
8204	A-443654	CHEMBL379300	GuideToPharmacologyInteractions
N-FORMYL-MET-LEU-PHE	N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE	CHEMBL267179	PubChem
GLYCOCYAMINE	GUANIDINO ACETATE	CHEMBL281593	PubChem
CPD000466353	CALCIPOTRIENE	CHEMBL1200666	PubChem
452105-23-6	SU-014813	CHEMBL1721885	PubChem
BIS(5-AMIDINO-BENZIMIDAZOLYL)METHANONE ZINC			PubChem
AMANTADINE			PubChem
BETAZOLE	BETAZOLE	CHEMBL1201323	TEND
4670			GuideToPharmacologyInteractions
ALMITRINE MESYLATE	ALMITRINE MESYLATE	CHEMBL314610	PubChem
DAP000257	BACLOFEN	CHEMBL701	TTD
STEARATE	STEARIC ACID	CHEMBL46403	PubChem
ANTI-INFLAMMATORY DRUGS			NCI
CHEMBL286364	CHEMBL286364	CHEMBL286364	PubChem
RIGOSERTIB	RIGOSERTIB	CHEMBL1241855	PubChem
ALEMTUZUMAB	ALEMTUZUMAB	CHEMBL1201587	TdgClinicalTrial
CHLORCYCLIZINE DIHYDROCHLORIDE	CHLORCYCLIZINE HYDROCHLORIDE	CHEMBL1889091	PubChem
5-(3-((1,4-BENZODIOXAN-2-YLMETHYL)AMINO)PROPOXY)-1,3-BENZODIOXOLE HYDROCHLORIDE	OSEMOZOTAN	CHEMBL1742408	PubChem
DAP000955	QUINETHAZONE	CHEMBL1532	TTD
811			GuideToPharmacologyInteractions
FR 122047 HYDROCHLORIDE	FR-122047	CHEMBL275809	PubChem
1919	SULPROSTONE	CHEMBL1472830	GuideToPharmacologyInteractions
CHEMBL628	PENTOXIFYLLINE	CHEMBL628	ChemblInteractions
FG-2216	CHEMBL426560	CHEMBL426560	TdgClinicalTrial
4-PHENYLBUTYRIC ACID	PHENYLBUTANOIC ACID	CHEMBL1469	PubChem
CHEMBL462228	CHEMBL462228	CHEMBL462228	PubChem
